,,Unnamed: 0,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
FHN,41,FHN,3/31/2013,2.58B,,,12.87,,2.0,1.16,,
FHN,42,FHN,12/31/2012,2.41B,,,13.18,1.76,1.86,1.09,,
FHN,43,FHN,9/30/2012,2.40B,,,11.9,0.79,1.64,1.07,,
FHN,44,FHN,6/30/2012,2.19B,,19.55,9.99,0.56,1.46,0.9,,
FHN,45,FHN,3/31/2012,2.64B,,22.57,13.09,1.34,1.84,1.1,,
FHN,46,FHN,12/31/2011,2.11B,,66.67,11.81,2.68,1.34,0.84,,
FHN,47,FHN,9/30/2011,1.57B,,49.67,8.12,1.48,1.0,0.64,,
FHN,48,FHN,6/30/2011,2.52B,,61.28,12.18,2.03,1.6,1.05,,
FHN,49,FHN,3/31/2011,2.95B,,707.26,14.24,2.37,1.65,1.26,,
FHN,50,FHN,12/31/2010,3.10B,,,28.33,4.72,7.89,1.3,,
FHN,51,FHN,9/30/2010,2.66B,,,,,1.56,1.21,,
FHN,52,FHN,6/30/2010,2.62B,,,,,1.46,1.2,,
FHN,53,FHN,3/31/2010,3.17B,,,,,1.72,1.46,,
FHN,54,FHN,12/31/2009,2.89B,,,,,1.47,0.96,,
FHN,55,FHN,9/30/2009,2.81B,,,,,1.35,1.23,,
FHN,56,FHN,6/30/2009,2.58B,,,,,1.18,1.12,,
FHN,57,FHN,3/31/2009,2.27B,,,,,0.95,0.94,,
FHN,58,FHN,12/31/2008,2.17B,,,,,0.8,0.87,,
FHN,59,FHN,9/30/2008,1.89B,,,,-0.67,0.69,0.73,,
FHN,60,FHN,6/30/2008,1.45B,,,,,0.49,0.54,,
FHN,61,FHN,3/31/2008,1.78B,,,,,0.9,0.84,,
FHN,62,FHN,12/31/2007,2.29B,,,,,1.27,1.07,,
FHN,63,FHN,9/30/2007,3.37B,,14.49,,,1.58,1.37,,
FHN,64,FHN,6/30/2007,4.92B,,15.73,,,2.22,1.96,,
FHN,65,FHN,3/31/2007,5.22B,,21.19,,,2.46,2.12,,
FHN,66,FHN,12/31/2006,5.22B,,17.41,,,2.35,2.08,,
FHN,67,FHN,9/30/2006,4.73B,,14.03,,,2.12,1.94,,
FHN,68,FHN,6/30/2006,4.98B,,14.83,,,2.24,2.04,,
FHN,69,FHN,3/31/2006,5.13B,,15.72,,,2.36,2.14,,
FHN,70,FHN,12/31/2005,4.85B,,11.44,,,2.12,2.15,,
FHN,71,FHN,9/30/2005,4.58B,,10.82,,,2.01,2.03,,
FHN,72,FHN,6/30/2005,5.28B,,12.6,,,2.41,2.42,,
FHN,73,FHN,3/31/2005,5.06B,,11.76,,,2.35,2.42,,
FHN,74,FHN,12/31/2004,5.33B,,12.18,,,2.49,2.61,,
FHN,75,FHN,9/30/2004,5.34B,,11.94,,,2.51,2.69,,
FHN,76,FHN,6/30/2004,5.62B,,12.46,,,2.57,2.92,,
FHN,77,FHN,3/31/2004,5.91B,,13.14,,,2.71,3.08,,
FHN,78,FHN,12/31/2003,5.51B,,12.18,,,2.36,2.91,,
FHN,79,FHN,9/30/2003,5.32B,,12.06,,,1.92,2.88,,
FHN,80,FHN,6/30/2003,5.51B,,13.15,,,2.1,3.07,,
FHN,81,FHN,3/31/2003,4.99B,,12.69,,,2.26,2.83,,
FHN,82,FHN,12/31/2002,4.51B,,12.44,,,2.04,2.67,,
FHN,83,FHN,9/30/2002,4.36B,,12.47,,,2.29,2.68,,
FHN,84,FHN,6/30/2002,4.80B,,14.13,,,2.53,3.16,,
FHN,85,FHN,3/31/2002,4.41B,,13.96,,,2.37,2.98,,
FHN,86,FHN,12/31/2001,4.56B,,14.45,,,2.45,3.09,,
FHN,87,FHN,9/30/2001,4.74B,,17.54,,,2.54,3.44,,
FHN,88,FHN,6/30/2001,4.39B,,17.89,,,2.75,3.16,,
FHN,89,FHN,3/31/2001,3.95B,,17.46,,,2.44,2.85,,
FHN,90,FHN,12/31/2000,3.73B,,17.02,,,2.41,2.84,,
FHN,91,FHN,9/30/2000,2.66B,,11.85,,,1.68,2.05,,
FHN,92,FHN,6/30/2000,2.16B,,9.63,,,1.37,1.66,,
FHN,93,FHN,3/31/2000,2.64B,,11.61,,,1.64,2.09,,
FHN,94,FHN,12/31/1999,3.70B,,15.41,,,2.23,2.98,,
FHN,95,FHN,9/30/1999,3.68B,,15.04,,,2.12,2.95,,
FHN,96,FHN,6/30/1999,5.00B,,21.05,,,2.93,4.19,,
FHN,97,FHN,3/31/1999,4.76B,,20.69,,,2.93,4.11,,
FHN,98,FHN,12/31/1998,4.91B,,22.13,,,3.28,4.46,,
FHN,99,FHN,9/30/1998,3.50B,,16.76,,,2.64,3.33,,
FHN,100,FHN,6/30/1998,4.03B,,19.85,,,3.26,4.09,,
FHN,101,FHN,3/31/1998,4.11B,,20.73,,,3.51,4.2,,
FHN,102,FHN,12/31/1997,4.28B,,22.25,,,3.82,4.48,,
FHN,103,FHN,9/30/1997,3.65B,,19.13,,,3.33,4.02,,
FHN,104,FHN,6/30/1997,3.07B,,17.14,,,2.99,3.49,,
FHN,105,FHN,3/31/1997,2.70B,,15.53,,,2.72,3.21,,
FHN,106,FHN,12/31/1996,2.51B,,13.99,,,2.47,2.63,,
FHN,107,FHN,9/30/1996,2.23B,,13.07,,,2.28,2.41,,
FHN,108,FHN,6/30/1996,2.06B,,12.25,,,2.25,2.33,,
FHN,109,FHN,3/31/1996,2.22B,,13.64,,,2.53,2.55,,
FHN,110,FHN,12/31/1995,2.03B,,12.93,,,2.45,2.46,,
FHN,111,FHN,9/30/1995,1.85B,,12.28,,,2.34,2.23,,
FHN,112,FHN,6/30/1995,1.57B,,10.26,,,1.95,1.9,,
FHN,113,FHN,3/31/1995,1.43B,,9.58,,,1.78,1.78,,
FHN,114,FHN,12/31/1994,1.30B,,11.99,,,2.18,1.73,,
FHN,115,FHN,9/30/1994,1.45B,,13.24,,,2.4,1.93,,
FHN,116,FHN,6/30/1994,1.39B,,13.18,,,2.39,1.92,,
C,0,C,As of Date: 5/3/2023Current,87.40B,,6.27,7.32,18.3,1.17,0.47,,
C,1,C,3/31/2023,91.27B,,6.59,7.51,18.79,1.22,0.5,,
C,2,C,12/31/2022,87.60B,,6.07,6.56,,1.2,0.49,,
C,3,C,9/30/2022,80.71B,,5.22,5.89,,1.13,0.45,,
C,4,C,6/30/2022,89.07B,,5.39,6.95,,1.3,0.5,,
C,5,C,3/31/2022,103.70B,,5.27,7.35,,1.52,0.57,,
C,6,C,12/31/2021,119.84B,,5.72,7.65,0.68,1.73,0.66,,
C,7,C,9/30/2021,139.26B,,7.2,8.91,1.0,2.04,0.76,,
C,8,C,6/30/2021,143.40B,,9.71,8.9,1.24,2.0,0.79,,
C,9,C,3/31/2021,150.38B,,15.38,11.12,1.59,2.02,0.84,,
C,10,C,12/31/2020,128.38B,,12.04,10.55,,1.69,0.73,,
C,11,C,9/30/2020,89.75B,,7.43,7.05,1.68,1.19,0.52,,
C,12,C,6/30/2020,106.38B,,7.07,16.81,3.57,1.46,0.61,,
C,13,C,3/31/2020,87.69B,,5.24,5.03,0.87,1.27,0.5,,
C,14,C,12/31/2019,168.90B,,10.6,9.47,1.09,2.52,0.95,,
C,15,C,9/30/2019,150.82B,,9.59,8.22,0.95,2.23,0.84,,
C,16,C,6/30/2019,161.94B,,10.18,9.33,0.96,2.32,0.89,,
C,17,C,3/31/2019,145.63B,,9.3,8.31,0.86,2.1,0.81,,
C,18,C,12/31/2018,123.30B,,,,,1.8,0.69,,
C,19,C,9/30/2018,180.54B,,,9.63,1.85,2.53,0.97,,
C,20,C,6/30/2018,170.64B,,,10.37,,2.42,0.92,,
C,21,C,3/31/2018,172.82B,,,10.64,0.78,2.51,0.95,,
C,22,C,12/31/2017,196.74B,,14.34,12.72,0.93,2.83,0.92,,
C,23,C,9/30/2017,198.18B,,14.52,12.35,0.85,2.83,0.91,,
C,24,C,6/30/2017,182.22B,,13.4,12.94,0.89,2.65,0.87,,
C,25,C,3/31/2017,164.70B,,12.62,11.55,2.75,2.43,0.8,,
C,26,C,12/31/2016,169.36B,,12.81,11.39,2.71,2.4,0.78,,
C,27,C,9/30/2016,134.59B,,9.92,9.24,1.71,1.91,0.63,,
C,28,C,6/30/2016,123.16B,,8.44,8.86,1.64,1.68,0.59,,
C,29,C,3/31/2016,122.53B,,7.7,7.49,0.31,1.62,0.6,,
C,30,C,12/31/2015,152.83B,,11.63,8.93,0.34,2.04,0.74,,
C,31,C,9/30/2015,147.79B,,12.5,8.33,0.31,1.94,0.72,,
C,32,C,6/30/2015,166.26B,,22.18,9.32,4.66,2.16,0.82,,
C,33,C,3/31/2015,156.32B,,23.42,9.21,4.61,2.01,0.78,,
C,34,C,12/31/2014,163.62B,,18.99,10.65,4.44,2.11,0.8,,
C,35,C,9/30/2014,156.99B,,17.57,9.94,3.01,2.07,0.78,,
C,36,C,6/30/2014,142.80B,,11.11,8.88,2.69,1.85,0.71,,
C,37,C,3/31/2014,144.60B,,11.17,8.56,0.61,1.87,0.73,,
C,38,C,12/31/2013,157.85B,,13.06,10.17,0.72,2.01,0.81,,
C,39,C,9/30/2013,147.13B,,15.35,9.11,0.5,1.97,0.77,,
C,40,C,6/30/2013,145.97B,,17.26,9.15,0.5,2.0,0.77,,
C,41,C,3/31/2013,134.57B,,17.35,8.18,1.15,1.9,0.72,,
C,42,C,12/31/2012,119.82B,,15.51,8.7,1.22,1.7,0.64,,
C,43,C,9/30/2012,95.95B,,9.48,7.12,0.71,1.27,0.52,,
C,44,C,6/30/2012,80.37B,,7.68,5.87,0.59,1.04,0.44,,
C,45,C,3/31/2012,107.12B,,10.18,7.75,0.79,1.4,0.6,,
C,46,C,12/31/2011,76.92B,,,6.07,0.66,0.98,0.43,,
C,47,C,9/30/2011,74.89B,,,5.38,0.58,0.95,0.42,,
C,48,C,6/30/2011,121.50B,,12.77,,,1.55,0.69,,
C,49,C,3/31/2011,129.09B,,14.26,8.19,3.52,1.61,0.76,,
C,50,C,12/31/2010,137.45B,,13.51,10.41,2.4,1.62,0.84,,
C,51,C,9/30/2010,113.58B,,,,,1.55,0.7,,
C,52,C,6/30/2010,108.95B,,,,,1.23,0.71,,
C,53,C,3/31/2010,115.91B,,,,,1.54,0.77,,
C,54,C,12/31/2009,94.28B,,,,,0.5,0.62,,
C,55,C,9/30/2009,110.66B,,,,,0.45,0.79,,
C,56,C,6/30/2009,16.36B,,,,,0.23,0.21,,
C,57,C,3/31/2009,13.95B,,,,,0.23,0.2,,
C,58,C,12/31/2008,38.06B,,,,,0.74,0.54,,
C,59,C,9/30/2008,111.77B,,,,,2.01,1.13,,
C,60,C,6/30/2008,91.26B,,,,,1.45,0.84,,
C,61,C,3/31/2008,112.45B,,,,,1.59,1.03,,
C,62,C,12/31/2007,161.26B,,40.89,,,1.8,1.42,,
C,63,C,9/30/2007,232.47B,,10.75,,,2.39,1.83,,
C,64,C,6/30/2007,255.14B,,12.36,,,2.75,2.11,,
C,65,C,3/31/2007,253.95B,,12.08,,,2.86,2.14,,
C,66,C,12/31/2006,273.60B,,13.29,,,3.22,2.34,,
C,67,C,9/30/2006,244.06B,,12.11,,,2.9,2.13,,
C,68,C,6/30/2006,238.55B,,11.77,,,2.81,2.08,,
C,69,C,3/31/2006,234.79B,,11.96,,,2.85,2.07,,
C,70,C,12/31/2005,250.27B,,12.07,,,2.82,2.26,,
C,71,C,9/30/2005,230.28B,,11.32,,,2.64,2.08,,
C,72,C,6/30/2005,239.01B,,11.5,,,2.78,2.14,,
C,73,C,3/31/2005,233.79B,,13.66,,,2.68,2.14,,
C,74,C,12/31/2004,250.28B,,14.78,,,2.91,2.31,,
C,75,C,9/30/2004,228.97B,,14.01,,,2.72,2.24,,
C,76,C,6/30/2004,240.88B,,15.35,,,2.9,2.48,,
C,77,C,3/31/2004,267.37B,,14.2,,,3.35,2.65,,
C,78,C,12/31/2003,250.32B,,14.19,,,3.26,2.58,,
C,79,C,9/30/2003,234.77B,,15.27,,,3.14,2.49,,
C,80,C,6/30/2003,220.46B,,15.23,,,3.01,2.39,,
C,81,C,3/31/2003,177.35B,,12.67,,,2.47,2.06,,
C,82,C,12/31/2002,180.90B,,13.59,,,2.55,2.12,,
C,83,C,9/30/2002,150.09B,,9.88,,,1.83,1.89,,
C,84,C,6/30/2002,198.32B,,12.96,,,2.48,2.41,,
C,85,C,3/31/2002,255.34B,,18.01,,,3.18,3.2,,
C,86,C,12/31/2001,259.90B,,18.36,,,3.25,3.26,,
C,87,C,9/30/2001,208.34B,,15.64,,,2.66,3.03,,
C,88,C,6/30/2001,265.58B,,20.56,,,3.54,3.97,,
C,89,C,3/31/2001,226.42B,,17.17,,,3.06,3.51,,
C,90,C,12/31/2000,256.45B,,19.23,,,3.66,4.94,,
C,91,C,9/30/2000,242.84B,,21.5,,,4.02,4.88,,
C,92,C,6/30/2000,203.03B,,17.97,,,3.36,4.08,,
C,93,C,3/31/2000,201.81B,,18.75,,,3.43,4.16,,
C,94,C,12/31/1999,201.16B,,19.47,,,3.35,4.21,,
C,95,C,9/30/1999,158.44B,,19.13,,,3.78,3.55,,
C,96,C,6/30/1999,171.04B,,26.29,,,3.97,3.97,,
C,97,C,3/31/1999,153.34B,,24.66,,,3.05,3.66,,
C,98,C,12/31/1998,119.28B,,20.45,,,2.35,2.95,,
C,99,C,9/30/1998,42.89B,,16.3,,,1.7,2.07,,
C,100,C,6/30/1998,69.76B,,20.07,,,2.56,3.33,,
C,101,C,3/31/1998,69.11B,,21.58,,,2.6,3.43,,
C,102,C,12/31/1997,61.69B,,21.21,,,2.43,3.17,,
C,103,C,9/30/1997,43.73B,,,,,2.26,3.08,,
C,104,C,6/30/1997,40.33B,,18.28,,,2.07,3.06,,
C,105,C,3/31/1997,30.77B,,14.03,,,1.54,2.53,,
C,106,C,12/31/1996,29.20B,,13.15,,,1.49,2.35,,
C,107,C,9/30/1996,23.56B,,4.48,,,1.12,2.03,,
C,108,C,6/30/1996,21.71B,,11.4,,,1.35,2.03,,
C,109,C,3/31/1996,21.01B,,13.58,,,1.44,1.94,,
C,110,C,12/31/1995,19.80B,,14.43,,,1.32,1.97,,
C,111,C,9/30/1995,16.87B,,13.35,,,1.07,1.71,,
C,112,C,6/30/1995,13.92B,,10.99,,,0.88,1.41,,
C,113,C,3/31/1995,12.35B,,10.0,,,0.74,1.39,,
C,114,C,12/31/1994,10.23B,,5.4,,,0.65,1.31,,
C,115,C,9/30/1994,10.59B,,5.48,,,0.66,1.36,,
C,116,C,6/30/1994,10.42B,,5.38,,,0.73,1.35,,
C,117,C,3/31/1994,11.46B,,5.94,,,0.96,1.44,,
C,118,C,12/31/1993,12.70B,,6.75,,,1.56,1.51,,
C,119,C,9/30/1993,11.54B,,13.27,,,2.14,2.3,,
C,120,C,6/30/1993,9.29B,,11.75,,,1.97,1.97,,
C,121,C,3/31/1993,7.77B,,10.88,,,1.77,1.9,,
C,122,C,12/31/1992,5.36B,,7.2,,,1.16,1.36,,
C,123,C,9/30/1992,4.82B,,7.44,,,0.98,1.29,,
C,124,C,6/30/1992,4.20B,,6.95,,,0.82,1.16,,
C,125,C,3/31/1992,4.48B,,7.63,,,0.8,1.27,,
C,126,C,12/31/1991,4.27B,,9.38,,,0.77,1.3,,
C,127,C,9/30/1991,3.82B,,8.7,,,0.69,1.22,,
C,128,C,6/30/1991,2.97B,,7.98,,,0.59,1.0,,
C,129,C,3/31/1991,3.33B,,9.08,,,0.65,1.16,,
C,130,C,12/31/1990,2.47B,,6.81,,,0.49,0.86,,
C,131,C,9/30/1990,2.24B,,6.57,,,0.48,0.81,,
C,132,C,6/30/1990,3.78B,,11.38,,,0.8,1.43,,
C,133,C,3/31/1990,3.04B,,9.97,,,0.61,1.17,,
C,134,C,12/31/1989,3.15B,,7.66,,,,,,
C,135,C,9/30/1989,2.67B,,7.75,,,,,,
C,136,C,6/30/1989,2.13B,,6.18,,,,,,
C,137,C,3/31/1989,2.07B,,5.81,,,,,,
C,138,C,12/31/1988,2.08B,,7.88,,,,,,
C,139,C,9/30/1988,2.24B,,8.47,,,,,,
C,140,C,6/30/1988,1.26B,,10.92,,,,,,
C,141,C,3/31/1988,1.19B,,11.98,,,,,,
C,142,C,12/31/1987,941.58M,,10.97,,,,,,
C,143,C,9/30/1987,1.35B,,24.16,,,,,,
C,144,C,6/30/1987,1.34B,,21.67,,,,,,
C,145,C,3/31/1987,1.19B,,20.84,,,,,,
C,146,C,12/31/1986,1.06B,,21.36,,,,,,
FCNCA,0,FCNCA,As of Date: 5/9/2023Current,16.94B,,16.23,8.35,,3.75,1.81,,
FCNCA,1,FCNCA,3/31/2023,14.05B,,14.44,10.81,,3.33,1.61,,
FCNCA,2,FCNCA,12/31/2022,10.91B,,12.08,7.96,,3.0,1.23,,
FCNCA,3,FCNCA,9/30/2022,11.86B,,14.31,9.37,,4.19,1.22,,
FCNCA,4,FCNCA,6/30/2022,10.42B,,11.66,9.06,,4.33,1.08,,
FCNCA,5,FCNCA,3/31/2022,10.60B,,12.35,11.12,,3.55,2.42,,
FCNCA,6,FCNCA,12/31/2021,8.05B,,15.0,9.45,,4.39,1.92,,
FCNCA,7,FCNCA,9/30/2021,8.15B,,14.77,9.33,,4.44,2.0,,
FCNCA,8,FCNCA,6/30/2021,8.09B,,14.72,,,4.36,2.05,,
FCNCA,9,FCNCA,3/31/2021,8.15B,,17.6,,,4.62,2.11,,
FCNCA,10,FCNCA,12/31/2020,5.58B,,13.2,,,3.34,1.51,,
FCNCA,11,FCNCA,9/30/2020,3.08B,,7.8,,,1.94,0.86,,
FCNCA,12,FCNCA,6/30/2020,3.93B,,10.99,,,2.63,1.02,,
FCNCA,13,FCNCA,3/31/2020,3.38B,,8.11,,,2.18,0.95,,
FCNCA,14,FCNCA,12/31/2019,5.56B,,13.6,,,3.63,1.59,,
FCNCA,15,FCNCA,9/30/2019,5.06B,,12.52,,,3.35,1.44,,
FCNCA,16,FCNCA,6/30/2019,5.05B,,12.92,,,3.33,1.43,,
FCNCA,17,FCNCA,3/31/2019,4.65B,,12.14,,,3.13,1.33,,
FCNCA,18,FCNCA,12/31/2018,4.34B,,12.39,,,2.88,1.25,,
FCNCA,19,FCNCA,9/30/2018,5.33B,,17.24,,,3.52,1.57,,
FCNCA,20,FCNCA,6/30/2018,4.81B,,13.59,,,3.23,1.44,,
FCNCA,21,FCNCA,3/31/2018,4.91B,,15.33,,,3.41,1.49,,
FCNCA,22,FCNCA,12/31/2017,4.79B,,15.03,,,3.4,1.46,,
FCNCA,23,FCNCA,9/30/2017,4.46B,,14.66,,,3.25,1.39,,
FCNCA,24,FCNCA,6/30/2017,4.43B,,18.58,,,3.28,1.44,,
FCNCA,25,FCNCA,3/31/2017,3.98B,,17.87,,,3.01,1.34,,
FCNCA,26,FCNCA,12/31/2016,4.21B,,19.78,,,3.07,1.38,,
FCNCA,27,FCNCA,9/30/2016,3.50B,,16.03,,,2.55,1.16,,
FCNCA,28,FCNCA,6/30/2016,3.09B,,15.91,,,2.29,1.05,,
FCNCA,29,FCNCA,3/31/2016,2.99B,,14.33,,,2.24,1.05,,
FCNCA,30,FCNCA,12/31/2015,3.08B,,13.14,,,2.27,1.08,,
FCNCA,31,FCNCA,9/30/2015,2.69B,,12.73,,,2.15,0.97,,
FCNCA,32,FCNCA,6/30/2015,3.14B,,15.91,,,2.73,1.14,,
FCNCA,33,FCNCA,3/31/2015,3.10B,,19.15,12.5,,2.97,1.16,,
FCNCA,34,FCNCA,12/31/2014,3.02B,,23.71,,,2.58,1.4,,
FCNCA,35,FCNCA,9/30/2014,2.08B,,17.79,,,2.19,0.97,,
FCNCA,36,FCNCA,6/30/2014,2.34B,,17.53,11.79,,2.45,1.12,,
FCNCA,37,FCNCA,3/31/2014,2.30B,,13.81,11.59,,2.31,1.12,,
FCNCA,38,FCNCA,12/31/2013,2.12B,,13.29,10.68,,2.06,1.08,,
FCNCA,39,FCNCA,9/30/2013,1.96B,,12.58,9.9,,1.9,1.02,,
FCNCA,40,FCNCA,6/30/2013,1.84B,,12.44,9.54,,1.76,0.96,,
FCNCA,41,FCNCA,3/31/2013,1.75B,,13.94,10.08,,1.7,0.94,,
FCNCA,42,FCNCA,12/31/2012,1.57B,,12.47,8.94,,1.52,0.84,,
FCNCA,43,FCNCA,9/30/2012,1.67B,,9.08,10.13,,1.42,0.87,,
FCNCA,44,FCNCA,6/30/2012,1.71B,,10.21,11.53,,1.52,0.9,,
FCNCA,45,FCNCA,3/31/2012,1.88B,,9.72,,,1.6,1.01,,
FCNCA,46,FCNCA,12/31/2011,1.80B,,9.34,11.7,,2.01,0.96,,
FCNCA,47,FCNCA,9/30/2011,1.55B,,7.66,,,1.65,0.79,,
FCNCA,48,FCNCA,6/30/2011,1.95B,,13.78,13.53,,1.77,1.08,,
FCNCA,49,FCNCA,3/31/2011,2.09B,,14.04,14.49,,2.05,1.17,,
FCNCA,50,FCNCA,12/31/2010,1.99B,,10.22,13.66,,2.55,1.14,,
FCNCA,51,FCNCA,9/30/2010,1.94B,,10.62,,,1.94,1.13,,
FCNCA,52,FCNCA,6/30/2010,2.01B,,8.55,,,2.17,1.19,,
FCNCA,53,FCNCA,3/31/2010,2.08B,,9.63,18.52,,2.42,1.24,,
FCNCA,54,FCNCA,12/31/2009,1.71B,,14.8,22.22,,2.11,1.1,,
FCNCA,55,FCNCA,9/30/2009,1.65B,,15.05,,,2.11,1.1,,
FCNCA,56,FCNCA,6/30/2009,1.40B,,29.5,,,1.79,0.97,,
FCNCA,57,FCNCA,3/31/2009,1.37B,,20.4,,,1.73,0.96,,
FCNCA,58,FCNCA,12/31/2008,1.59B,,17.5,,,1.96,1.1,,
FCNCA,59,FCNCA,9/30/2008,1.87B,,17.9,,,2.3,1.24,,
FCNCA,60,FCNCA,6/30/2008,1.46B,,13.54,,,1.81,0.98,,
FCNCA,61,FCNCA,3/31/2008,1.45B,,12.99,,,1.83,0.98,,
FCNCA,62,FCNCA,12/31/2007,1.52B,,14.01,,,1.96,1.06,,
FCNCA,63,FCNCA,9/30/2007,1.82B,,14.46,,,2.4,1.33,,
FCNCA,64,FCNCA,6/30/2007,2.03B,,16.05,,,2.69,1.52,,
FCNCA,65,FCNCA,3/31/2007,2.09B,,16.5,,,2.78,1.59,,
FCNCA,66,FCNCA,12/31/2006,2.11B,,17.45,,,2.84,1.66,,
FCNCA,67,FCNCA,9/30/2006,1.99B,,16.87,,,2.71,1.62,,
FCNCA,68,FCNCA,6/30/2006,2.09B,,17.7,,,2.84,1.7,,
FCNCA,69,FCNCA,3/31/2006,2.01B,,17.28,,,2.77,1.67,,
FCNCA,70,FCNCA,12/31/2005,1.82B,,16.58,,,2.62,1.57,,
FCNCA,71,FCNCA,9/30/2005,1.78B,,16.22,,,2.56,1.54,,
FCNCA,72,FCNCA,6/30/2005,1.53B,,15.78,,,2.26,1.35,,
FCNCA,73,FCNCA,3/31/2005,1.53B,,18.51,,,2.35,1.39,,
FCNCA,74,FCNCA,12/31/2004,1.55B,,20.68,,,2.42,1.42,,
FCNCA,75,FCNCA,9/30/2004,1.23B,,18.47,,,1.98,1.15,,
FCNCA,76,FCNCA,6/30/2004,1.27B,,18.37,,,2.07,1.22,,
FCNCA,77,FCNCA,3/31/2004,1.28B,,17.32,,,2.09,1.23,,
FCNCA,78,FCNCA,12/31/2003,1.26B,,16.76,,,2.08,1.22,,
FCNCA,79,FCNCA,9/30/2003,1.10B,,14.21,,,1.83,1.09,,
FCNCA,80,FCNCA,6/30/2003,1.05B,,12.84,,,1.75,1.05,,
FCNCA,81,FCNCA,3/31/2003,986.35M,,11.43,,,1.65,1.0,,
FCNCA,82,FCNCA,12/31/2002,1.01B,,10.92,,,1.68,1.05,,
FCNCA,83,FCNCA,9/30/2002,1.08B,,12.04,,,1.8,1.14,,
FCNCA,84,FCNCA,6/30/2002,1.16B,,13.31,,,1.97,1.28,,
FCNCA,85,FCNCA,3/31/2002,1.08B,,12.45,,,1.85,1.22,,
FCNCA,86,FCNCA,12/31/2001,1.02B,,11.82,,,1.76,1.16,,
FCNCA,87,FCNCA,9/30/2001,873.74M,,8.57,,,1.48,1.03,,
FCNCA,88,FCNCA,6/30/2001,1.14B,,11.24,,,1.96,1.37,,
FCNCA,89,FCNCA,3/31/2001,1.08B,,11.0,,,1.91,1.33,,
FCNCA,90,FCNCA,12/31/2000,849.72M,,9.11,,,1.53,1.08,,
FCNCA,91,FCNCA,9/30/2000,753.83M,,9.08,,,1.42,0.99,,
FCNCA,92,FCNCA,6/30/2000,626.81M,,7.55,,,1.18,0.83,,
FCNCA,93,FCNCA,3/31/2000,596.70M,,7.29,,,1.14,0.81,,
FCNCA,94,FCNCA,12/31/1999,740.08M,,9.06,,,1.43,1.02,,
FCNCA,95,FCNCA,9/30/1999,815.55M,,9.93,,,1.59,1.14,,
FCNCA,96,FCNCA,6/30/1999,858.05M,,11.14,,,1.73,1.24,,
FCNCA,97,FCNCA,3/31/1999,860.71M,,11.54,,,1.76,1.27,,
FCNCA,98,FCNCA,12/31/1998,956.34M,,13.6,,,2.04,1.45,,
FCNCA,99,FCNCA,9/30/1998,998.75M,,14.87,,,2.25,1.55,,
FCNCA,100,FCNCA,6/30/1998,1.06B,,15.91,,,2.51,1.69,,
FCNCA,101,FCNCA,3/31/1998,1.22B,,18.62,,,3.02,1.98,,
FCNCA,102,FCNCA,12/31/1997,1.11B,,16.73,,,2.82,1.84,,
FCNCA,103,FCNCA,9/30/1997,1.15B,,15.76,,,2.79,1.74,,
FCNCA,104,FCNCA,6/30/1997,991.10M,,14.95,,,2.46,1.54,,
FCNCA,105,FCNCA,3/31/1997,974.36M,,14.97,,,2.46,1.55,,
FCNCA,106,FCNCA,12/31/1996,879.96M,,13.34,,,2.24,1.43,,
FCNCA,107,FCNCA,9/30/1996,765.68M,,12.07,,,2.0,1.29,,
FCNCA,108,FCNCA,6/30/1996,704.11M,,10.75,,,1.9,1.23,,
FCNCA,109,FCNCA,3/31/1996,684.32M,,11.17,,,1.88,1.31,,
FCNCA,110,FCNCA,12/31/1995,628.72M,,10.77,,,1.74,1.24,,
FCNCA,111,FCNCA,9/30/1995,598.78M,,10.5,,,1.66,1.22,,
FCNCA,112,FCNCA,6/30/1995,564.57M,,9.9,,,1.57,1.15,,
FCNCA,113,FCNCA,3/31/1995,513.24M,,8.7,,,1.43,1.08,,
FCNCA,114,FCNCA,12/31/1994,443.18M,,8.3,,,1.37,1.01,,
FCNCA,115,FCNCA,9/30/1994,463.74M,,8.68,,,1.43,1.06,,
FCNCA,116,FCNCA,6/30/1994,439.08M,,8.64,,,1.41,1.06,,
FCNCA,117,FCNCA,3/31/1994,388.36M,,7.5,,,1.25,0.97,,
FCNCA,118,FCNCA,12/31/1993,454.12M,,8.12,,,1.44,1.17,,
FCNCA,119,FCNCA,9/30/1993,482.67M,,8.84,,,1.56,1.28,,
FCNCA,120,FCNCA,6/30/1993,467.33M,,8.29,,,1.52,1.28,,
FCNCA,121,FCNCA,3/31/1993,524.29M,,9.54,,,1.73,1.5,,
FCNCA,122,FCNCA,12/31/1992,487.61M,,9.31,,,1.64,1.46,,
FCNCA,123,FCNCA,9/30/1992,397.53M,,8.3,,,1.39,1.24,,
FCNCA,124,FCNCA,6/30/1992,347.66M,,7.95,,,1.25,1.13,,
FCNCA,125,FCNCA,3/31/1992,288.80M,,7.72,,,1.09,0.98,,
FCNCA,126,FCNCA,12/31/1991,259.88M,,8.81,,,1.04,0.92,,
FCNCA,127,FCNCA,9/30/1991,255.12M,,9.57,,,1.2,0.92,,
