,,Unnamed: 0,Breakdown,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow,Other Cash Adjustment Inside Change in Cash,Cash Flow from Discontinued Operation
Bk,53,Bk,12/31/2009,"1,263,000","-1,712,000","836,000","3,732,000","152,000","204,000","-36,000","5,000","41,000","3,061,000","2,998,000","1,227,000",-,
Bk,54,Bk,9/30/2009,"2,205,000","-6,089,000","3,386,000","3,358,000","104,000","71,000","-95,000","6,000","1,075,000","-315,000","-3,000","2,110,000",-,
Bk,55,Bk,6/30/2009,"738,000","2,337,000","-2,964,000","3,836,000","1,205,000","174,000","-61,000","1,351,000","1,490,000","1,727,000","-3,010,000","677,000",-,
Bk,56,Bk,3/31/2009,"-425,000","28,552,000","-29,231,000","3,680,000","931,000","233,000","-126,000","9,000","744,000","-6,355,000","-13,000","-551,000",-,
Bk,57,Bk,12/31/2008,"1,381,000","-18,367,000","-23,223,000","4,889,000",-,-,"-128,000",-,"-12,920,000","-256,000",-,"1,253,000",-,
Bk,58,Bk,9/30/2008,"-318,000","-27,334,000","67,282,000","45,339,000",-,-,"-65,000",-,"13,741,000","-1,125,000",-,"-383,000",-,
Bk,59,Bk,6/30/2008,"946,000","-5,134,000","2,494,000","5,990,000",-,-,"-47,000",-,"-970,000","2,888,000",-,"899,000",-,
Bk,60,Bk,3/31/2008,"905,000","-5,140,000","5,200,000","7,689,000","341,000","890,000","-63,000","9,000","2,796,000","-5,589,000","-295,000","842,000",-,
Bk,61,Bk,12/31/2007,"-277,000","-2,291,000","3,181,000","6,635,000",-,-,"-81,000",-,"1,931,000","-12,000",-,"-358,000",-,
Bk,62,Bk,9/30/2007,"3,203,000","3,915,000","-4,263,000","6,010,000",-,-,"-115,000",-,"1,292,000","-1,097,000",-,"3,088,000",-,
Bk,63,Bk,6/30/2007,"-1,003,000","-23,456,000","25,562,000","3,265,000",-,-,"-60,000",-,"517,000","-11,000",-,"-1,063,000",-,
Bk,64,Bk,3/31/2007,"2,047,000","258,000","-3,012,000","2,159,000",-,-,"-57,000",-,"877,000","-11,000",-,"1,990,000",-,
Bk,65,Bk,12/31/2006,"-1,480,000","411,000","1,346,000","2,840,000",-,-,"-97,000",-,"319,000","-11,000",-,"-1,577,000",-,
Bk,66,Bk,9/30/2006,"2,156,000","-502,000","-2,672,000","2,072,000",-,-,"-41,000",-,"94,000","-11,000",-,"2,115,000",-,
Bk,67,Bk,6/30/2006,"2,065,000","-5,301,000","3,418,000","3,010,000",-,-,"-42,000",-,"514,000","-533,000",-,"2,023,000",-,
Bk,68,Bk,3/31/2006,"542,000","-960,000","387,000","3,408,000",-,-,"-41,000",-,"600,000","-12,000",-,"501,000",-,
Bk,69,Bk,12/31/2005,"-905,000","-643,000","1,578,000","3,515,000",-,-,"-60,000",-,"444,000","-113,000",-,"-965,000",-,
Bk,70,Bk,9/30/2005,"511,000","1,369,000","-1,354,000","3,493,000",-,-,"-29,000",-,"51,000",0,-,"482,000",-,
Bk,71,Bk,6/30/2005,"-288,000","-5,863,000","6,122,000","2,957,000",-,-,"-26,000",-,"85,000","-3,000",-,"-314,000",-,
Bk,72,Bk,3/31/2005,"-430,000","-2,485,000","1,708,000","2,597,000",-,-,"-16,000",-,"1,453,000","-99,000",-,"-446,000",-,
Bk,73,Bk,12/31/2004,"-68,000","1,002,000","-18,000","3,886,000",-,-,"-40,000",-,"61,000","-350,000",-,"-108,000",-,
Bk,74,Bk,9/30/2004,"-32,000","4,898,000","-4,898,000","3,057,000",-,-,"-92,000",-,"41,000","-25,000",-,"-124,000",-,
Bk,75,Bk,6/30/2004,"1,316,000","-5,947,000","5,276,000","3,102,000",-,-,"-84,000",-,"44,000",-,-,"1,232,000",-,
Bk,76,Bk,3/31/2004,"2,131,000","-2,487,000","-865,000","2,615,000",-,-,"-46,000",-,"63,000",-,-,"2,085,000",-,
Bk,77,Bk,12/31/2003,"2,832,000","910,000","-3,565,000","3,843,000",-,-,"-31,000",-,"361,000","-505,000",-,"2,801,000",-,
Bk,78,Bk,9/30/2003,"10,000","4,700,000","-5,171,000","3,730,000",-,-,"-29,000",-,"104,000","-225,000",-,"-19,000",-,
Bk,79,Bk,6/30/2003,"1,494,000","-10,408,000","8,669,000","4,323,000",-,-,"-38,000",-,"1,391,000","-610,000",-,"1,456,000",-,
Bk,80,Bk,3/31/2003,"-524,000","-1,705,000","1,916,000","4,453,000",-,-,"-31,000",-,"420,000","-194,000",-,"-555,000",-,
Bk,81,Bk,12/31/2002,"2,455,000","2,473,000","-3,929,000","4,748,000",-,-,"-43,000",-,"550,000","-136,000",-,"2,412,000",-,
Bk,82,Bk,9/30/2002,"-2,941,000","3,563,000","319,000","3,753,000",-,-,"-39,000",-,"650,000","-1,454,000",-,"-2,980,000",-,
Bk,83,Bk,6/30/2002,"4,212,000","-6,574,000","1,507,000","2,885,000",-,-,"-34,000",-,"300,000","-25,000",-,"4,178,000",-,
Bk,84,Bk,3/31/2002,"-569,000","3,730,000","-2,627,000","3,788,000",-,-,"-92,000",-,"375,000","-35,000",-,"-661,000",-,
Bk,85,Bk,12/31/2001,"3,183,000","4,658,000","-7,934,000","3,222,000",-,-,"-79,000",-,"460,000","-10,000",-,"3,104,000",-,
Bk,86,Bk,9/30/2001,"-50,000","-10,012,000","9,451,000","3,289,000",-,-,"-27,000",-,0,"-95,000",-,"-77,000",-,
Bk,87,Bk,6/30/2001,"1,428,000","-4,442,000","4,079,000","3,995,000",-,-,"-30,000",-,-,0,-,"1,398,000",-,
Bk,88,Bk,3/31/2001,"1,405,000","3,330,000","-5,174,000","2,847,000",-,-,"-29,000",-,-,"-60,000",-,"1,376,000",-,
Bk,89,Bk,12/31/2000,"-158,000","-2,543,000","1,665,000","3,125,000",-,-,"-42,000",-,"75,000",0,-,"-200,000",-,
Bk,90,Bk,9/30/2000,"208,000","1,867,000","-2,054,000","4,222,000",-,-,"-36,000",-,"150,000","-25,000",-,"172,000",-,
Bk,91,Bk,6/30/2000,"-1,895,000","2,402,000","-117,000","4,167,000",-,-,"-9,000",-,"25,000",-,-,"-1,904,000",-,
Bk,92,Bk,3/31/2000,"-321,000","-316,000","1,154,000","3,873,000",-,-,"-19,000",-,"15,000",-,-,"-340,000",-,
Bk,93,Bk,12/31/1999,"-645,000","-4,440,000","1,876,000","3,276,000",-,-,"-458,000",-,"388,000",0,-,"-1,103,000",-,
Bk,94,Bk,9/30/1999,"-826,000","6,714,000","-5,094,000","6,430,000",-,-,"-96,000",-,"-63,000",0,-,"-922,000",-,
Bk,95,Bk,6/30/1999,"195,000","-2,597,000","3,513,000","5,619,000",-,-,-,-,"106,000",-,-,"196,000",-,
Bk,96,Bk,3/31/1999,"292,000","-743,000","1,019,000","4,546,000",-,-,"-34,000",-,"300,000",-,-,"258,000",-,
Bk,97,Bk,12/31/1998,"1,341,000","-4,093,000","-884,000","3,999,000",-,-,"-22,000",-,"45,000","-10,000",-,"1,319,000",-,
Bk,98,Bk,9/30/1998,"-99,000","663,000","-192,000","7,693,000",-,-,"-28,000",-,"60,000","-18,000",-,"-127,000",-,
Bk,99,Bk,6/30/1998,"187,000","-3,025,000","3,744,000","7,329,000",-,-,"-21,000",-,"60,000",-,-,"166,000",-,
Bk,100,Bk,3/31/1998,"137,000","1,281,000","-752,000","6,442,000",-,-,"-17,000",-,"450,000",-,-,"120,000",-,
Bk,101,Bk,12/31/1997,"-273,000","2,282,000","-1,367,000","5,769,000",-,-,"-15,000",-,0,"-32,000",-,"-288,000",-,
Bk,102,Bk,9/30/1997,"632,000","-2,060,000","-1,306,000","5,049,000",-,-,"-13,000",-,-,0,-,"619,000",-,
Bk,103,Bk,6/30/1997,"29,000","-2,968,000","2,411,000","7,782,000",-,-,"-8,000",-,-,-,-,"21,000",-,
Bk,104,Bk,3/31/1997,"438,000","-405,000","2,250,000",0,-,-,"-9,000",-,-,-,-,"429,000",-,
Bk,105,Bk,12/31/1996,"360,000","-1,038,000","2,133,000",0,-,-,"-9,000",-,0,"1,000",-,"351,000",-,
Bk,106,Bk,9/30/1996,"-16,000","75,000","717,000",0,-,-,"-15,000",-,"-679,000",0,-,"-31,000",-,
Bk,107,Bk,6/30/1996,"457,000","2,933,000","-2,192,000",0,-,-,"-9,000",-,"679,000",-,-,"448,000",-,
Bk,108,Bk,3/31/1996,"111,000","-1,903,000","-284,000",0,-,-,"-14,000",-,"100,000",-,-,"97,000",-,
Bk,109,Bk,12/31/1995,"658,000","-38,000","2,181,000",0,-,-,"-20,000",-,"61,000","-1,011,000",-,"638,000",-,
Bk,110,Bk,9/30/1995,"831,000","1,059,000","-3,138,000",0,-,-,"-11,000",-,-,0,-,"820,000",-,
Bk,111,Bk,6/30/1995,"609,000","-1,893,000","764,000",0,-,-,"-14,000",-,-,"-14,000",-,"595,000",-,
Bk,112,Bk,3/31/1995,"-271,000","-1,532,000","2,583,000",0,-,-,"-9,000",-,-,"-2,000",-,"-280,000",-,
Bk,113,Bk,12/31/1994,"1,086,000","331,000","-1,534,000",0,-,-,"-10,000",-,"-2,290,000",0,-,"1,076,000",-,
Bk,114,Bk,9/30/1994,"1,473,000","-3,559,000","-2,175,000",0,-,-,"-10,000",-,-,"-50,000",-,"1,463,000",-,
Bk,115,Bk,6/30/1994,"47,000","27,000","3,995,000",0,-,-,"-17,000",-,-,"-15,000",-,"30,000",-,
Bk,116,Bk,3/31/1994,"-155,000","-2,229,000","1,025,000",0,-,-,"-6,000",-,-,"-50,000",-,"-161,000",-,
Bk,117,Bk,12/31/1993,"120,000","-196,000","153,000",0,-,-,"-11,000",-,"249,000","-400,000",-,"109,000",-,
Bk,118,Bk,9/30/1993,"570,000","-745,000","-1,000",0,-,-,"-21,000",-,0,"-241,000",-,"549,000",-,
Bk,119,Bk,6/30/1993,"126,000","-1,193,000","741,000",0,-,-,"-8,000",-,"268,000",-,-,"118,000",-,
Bk,120,Bk,3/31/1993,"1,288,000","-246,000","-1,580,000",0,-,-,"-7,000",-,"29,000",-,-,"1,281,000",-,
Bk,121,Bk,12/31/1992,"1,437,000","4,878,000","-2,734,000",0,-,-,"-13,000",-,"249,000","-106,000",-,"1,424,000",-,
Bk,122,Bk,9/30/1992,"-950,000","-91,000","295,000",0,-,-,"-7,000",-,-,"-19,000",-,"-957,000",-,
Bk,123,Bk,6/30/1992,"362,000","-909,000","677,000",0,-,-,"-8,000",-,-,-,-,"354,000",-,
Bk,124,Bk,3/31/1992,"100,000","-383,000","520,000",0,-,-,"-8,000",-,"15,000",-,-,"92,000",-,
Bk,125,Bk,12/31/1991,"440,900","493,900","-892,200",0,-,-,"-7,200",-,200,"-1,800",-,"433,700",-,
Bk,126,Bk,9/30/1991,"6,800","1,706,700","-1,351,300",0,-,-,"-4,100",-,-,"-19,900",-,"2,700",-,
Bk,127,Bk,6/30/1991,"519,100","-2,764,300","2,029,400",0,-,-,"-6,000",-,-,"-8,500",-,"513,100",-,
Bk,128,Bk,3/31/1991,"-126,800","2,631,700","-3,626,900",0,-,-,"-11,700",-,-,"-2,800",-,"-138,500",-,
Bk,129,Bk,12/31/1990,"592,400","1,208,800","-2,119,800",0,-,-,"-13,200",-,-,"-3,200",-,"579,200",-,
Bk,130,Bk,9/30/1990,"189,600","1,841,300","-1,543,300",0,-,-,"-15,900",-,-,"-4,700",-,"173,700",-,
Bk,131,Bk,6/30/1990,"31,300","-1,222,700","1,110,000",0,-,-,"-15,700",-,-,"-1,600",-,"15,600",-,
Bk,132,Bk,3/31/1990,"445,000","1,326,600","-1,725,200",0,-,-,"-15,700",-,-,"-75,500",-,"429,300",-100,
GS,0,GS,ttm,"8,708,000","-75,960,000","59,602,000","241,825,000","4,555,000","19,022,000","-3,748,000",0,"86,322,000","-46,213,000","-3,500,000","4,960,000",,
GS,1,GS,12/31/2022,"-14,997,000","-6,292,000","-9,576,000","241,825,000","1,509,000","9,140,000","-754,000",0,"12,752,000","-6,793,000","-1,500,000","-15,751,000",,
GS,2,GS,9/30/2022,"8,183,000","-14,159,000","1,621,000","284,251,000","1,446,000","6,144,000","-990,000",0,"19,100,000","-13,708,000","-1,000,000","7,193,000",,
GS,3,GS,6/30/2022,"38,474,000","-38,488,000","14,456,000","288,606,000","1,165,000","2,439,000","-1,051,000",-,"16,999,000","-9,512,000","-500,000","37,423,000",,
GS,4,GS,3/31/2022,"-22,952,000","-17,021,000","53,101,000","274,164,000","435,000","1,299,000","-953,000",-,"37,471,000","-16,200,000","-500,000","-23,905,000",,
GS,5,GS,12/31/2021,"24,897,000","-13,938,000","38,247,000","261,036,000","1,426,000","1,127,000","-1,119,000","749,000","25,053,000","-15,906,000","-500,000","23,778,000",,
GS,6,GS,9/30/2021,"-39,260,000","-4,819,000","15,620,000","211,830,000","1,470,000","1,371,000","-883,000","748,000","16,683,000","-18,656,000","-1,000,000","-40,143,000",,
GS,7,GS,6/30/2021,"20,467,000","-9,221,000","37,888,000","240,289,000","2,744,000","1,127,000","-1,353,000","675,000","27,655,000","-12,145,000","-1,675,000","19,114,000",,
GS,8,GS,3/31/2021,"-5,183,000","-2,487,000","42,983,000","191,155,000","555,000","1,896,000","-1,312,000",0,"28,121,000","-12,491,000","-4,700,000","-6,495,000",,
GS,9,GS,12/31/2020,"16,014,000","-8,923,000","-4,450,000","155,842,000","850,000","1,443,000","-1,403,000",0,"13,187,000","-16,116,000",0,"14,611,000",,
GS,10,GS,9/30/2020,"34,936,000","2,996,000","-17,330,000","153,201,000","1,131,000","1,793,000","-998,000",0,"6,224,000","-13,360,000",0,"33,938,000",,
GS,11,GS,6/30/2020,"-11,647,000","3,907,000","34,850,000","132,599,000","299,000","1,814,000","-1,065,000",0,"6,437,000","-13,081,000",0,"-12,712,000",,
GS,12,GS,3/31/2020,"-53,031,000","-32,336,000","57,310,000","105,489,000","474,000","4,041,000","-2,843,000","349,000","29,475,000","-16,631,000","-2,278,000","-55,874,000",,
GS,13,GS,12/31/2019,"51,351,000","-4,840,000","-7,059,000","133,546,000","320,000","4,513,000","-2,046,000","599,000","5,930,000","-18,231,000","-2,762,000","49,305,000",,
GS,14,GS,9/30/2019,"8,084,000","-17,894,000","12,812,000","94,094,000","379,000","5,180,000","-2,229,000",0,"9,554,000","-12,420,000","-1,173,000","5,855,000",,
GS,15,GS,6/30/2019,"9,439,000","-1,000","-6,230,000","91,092,000",-,"4,580,000","-2,040,000",-,"6,459,000","-13,183,000","-1,250,000","7,399,000",,
GS,16,GS,3/31/2019,"-45,006,000","-1,501,000","3,844,000","87,884,000",-,"4,372,000","-2,128,000",-,"7,695,000","-7,776,000","-1,250,000","-47,134,000",,
GS,17,GS,12/31/2018,"18,101,000","-5,842,000","-583,000","130,547,000","337,000","4,590,000","-2,035,000","25,000","6,423,000","-9,274,000","-1,285,000","16,066,000",,
GS,18,GS,9/30/2018,"-5,314,000","-4,032,000","-3,200,000","118,871,000","386,000","4,510,000","-2,196,000","3,000","10,914,000","-12,680,000","-1,244,000","-7,510,000",,
GS,19,GS,6/30/2018,"8,598,000","-3,590,000","5,906,000","131,417,000","221,000","4,070,000","-2,188,000","10,000","16,295,000","-12,847,000",0,"6,410,000",,
GS,20,GS,3/31/2018,"-964,000","-9,213,000","20,629,000","120,503,000","326,000","3,550,000","-1,563,000",0,"17,291,000","-11,924,000","-1,450,000","-2,527,000",,
GS,21,GS,12/31/2017,"-6,623,000","-11,030,000","11,094,000","110,051,000","749,000","-940,000","-975,000","1,495,000","14,399,000","-6,770,000","-2,654,000","-7,598,000",,
GS,22,GS,9/30/2017,"2,734,000","-11,144,000","14,132,000","116,610,000","207,000","5,830,000","-689,000",0,"15,012,000","-6,218,000","-2,174,000","2,045,000",,
GS,23,GS,6/30/2017,"-10,489,000","-5,369,000","3,711,000","110,888,000","207,000","3,970,000","-683,000","1,000","14,213,000","-8,030,000","-1,528,000","-11,172,000",,
GS,24,GS,3/31/2017,"-3,364,000","-1,573,000","6,261,000","123,035,000","257,000","2,310,000","-838,000","6,000","22,124,000","-14,464,000","-1,503,000","-4,202,000",,
GS,25,GS,12/31/2016,"3,797,000","-2,032,000","2,077,000","121,711,000","293,000","1,740,000","-813,000","5,000","13,438,000","-8,248,000","-1,488,000","2,984,000",,
GS,26,GS,9/30/2016,"-3,900,000","-1,513,000","1,655,000","99,535,000","367,000","1,930,000","-821,000","648,000","13,551,000","-9,223,000","-1,835,000","-4,721,000",,
GS,27,GS,6/30/2016,"9,605,000","15,955,000","-1,436,000","103,293,000","134,000","1,220,000","-669,000",0,"12,275,000","-13,542,000","-1,865,000","8,936,000",,
GS,28,GS,3/31/2016,"-3,932,000","-3,140,000","11,136,000","79,169,000","266,000","2,250,000","-573,000","656,000","15,685,000","-12,919,000","-2,061,000","-4,505,000",,
GS,29,GS,12/31/2015,"6,795,000","-3,827,000","6,562,000","75,105,000","450,000","730,000","-628,000","39,000","8,141,000","-6,149,000","-1,590,000","6,167,000",,
GS,30,GS,9/30/2015,"1,298,000","-3,331,000","6,763,000","65,575,000","290,000","1,580,000","-507,000","2,000","12,350,000","-7,370,000","-1,050,000","791,000",,
GS,31,GS,6/30/2015,"-7,851,000","-7,153,000","12,720,000","60,845,000","1,459,000","740,000","-396,000","2,140,000","18,287,000","-8,618,000","-245,000","-8,247,000",,
GS,32,GS,3/31/2015,"6,719,000","-4,263,000","3,073,000","63,129,000","451,000","1,770,000","-302,000","71,000","16,166,000","-13,886,000","-1,250,000","6,417,000",,
GS,33,GS,12/31/2014,"4,968,000","-4,318,000","2,800,000","57,600,000","540,000","980,000","-170,000","44,000","10,655,000","-10,454,000","-1,250,000","4,798,000",,
GS,34,GS,9/30/2014,"-8,899,000","-3,778,000","9,844,000","54,150,000","450,000","2,190,000","-155,000","23,000","12,885,000","-5,409,000","-1,250,000","-9,054,000",,
GS,35,GS,6/30/2014,"529,000","-3,610,000","1,206,000","56,983,000","660,000","1,000,000","-189,000","1,982,000","6,686,000","-9,621,000","-1,250,000","340,000",,
GS,36,GS,3/31/2014,"-4,221,000","-3,203,000","5,149,000","58,858,000","1,400,000","2,260,000","-164,000","54,000","16,531,000","-11,901,000","-1,719,000","-4,385,000",,
GS,37,GS,12/31/2013,"2,280,000","-2,913,000","-3,712,000","61,133,000","260,000","1,010,000","-208,000","16,000","5,994,000","-7,610,000","-1,400,000","2,072,000",,
GS,38,GS,9/30/2013,"-3,371,000","-4,155,000","606,000","65,478,000","1,200,000","1,350,000","-169,000","15,000","10,318,000","-6,875,000","-1,650,000","-3,540,000",,
GS,39,GS,6/30/2013,"11,332,000","-707,000","-1,560,000","72,398,000","2,146,000","1,370,000","-158,000","1,011,000","6,245,000","-6,119,000","-1,600,000","11,174,000",,
GS,40,GS,3/31/2013,"-5,698,000","-953,000","-2,685,000","63,333,000","464,000","1,960,000","-171,000","14,000","14,898,000","-13,499,000","-1,525,000","-5,869,000",,
GS,41,GS,12/31/2012,"2,961,000","-2,217,000","8,286,000","72,669,000",-,-,"-254,000","1,006,000","6,397,000","-9,805,000","-1,524,000","2,707,000",,
GS,42,GS,9/30/2012,"1,013,000","-336,000","4,049,000","63,639,000",-,-,"-165,000","602,000","8,440,000","-10,648,000","-1,250,000","848,000",,
GS,43,GS,6/30/2012,"5,367,000","-941,000","-2,651,000","58,913,000",-,-,"-152,000","1,757,000","7,428,000","-12,090,000","-1,501,000","5,215,000",,
GS,44,GS,3/31/2012,"3,538,000","-240,000","-2,168,000","57,138,000",-,-,"-390,000","39,000","10,156,000","-15,468,000","-365,000","3,148,000",,
GS,45,GS,12/31/2011,"19,215,000","497,000","-7,907,000","56,008,000",-,-,"-205,000","186,000","3,098,000","-10,342,000","-908,000","19,010,000",,
GS,46,GS,9/30/2011,"-10,225,000","539,000","8,456,000","44,203,000",-,-,"-459,000","59,000","15,778,000","-8,213,000","-2,160,000","-10,684,000",,
GS,47,GS,6/30/2011,"10,755,000","337,000","-8,342,000","45,433,000",-,-,"-243,000","60,000","7,165,000","-8,566,000","-5,356,000","10,512,000",,
GS,48,GS,3/31/2011,"1,900,000","112,000","883,000","42,683,000",-,-,"-277,000","63,000","12,937,000","-10,944,000","-1,481,000","1,623,000",,
GS,49,GS,12/31/2010,"-9,282,000","592,000","12,349,000","39,788,000",-,-,"-328,000","224,000","4,830,000","-5,672,000","-1,095,000","-9,610,000",,
GS,50,GS,9/30/2010,"676,000","-87,000","2,939,000","36,129,000",-,-,"-447,000","107,000","8,239,000","-6,002,000","-819,000","229,000",,
GS,51,GS,6/30/2010,"9,953,000","276,000","-4,692,000","32,601,000",-,-,"-174,000","112,000","4,515,000","-8,006,000",0,"9,779,000",,
GS,52,GS,3/31/2010,"-7,504,000","-966,000","-2,757,000","27,064,000",-,-,"-278,000","138,000","8,147,000","-7,776,000","-2,269,000","-7,782,000",,
GS,53,GS,12/31/2009,"25,523,000","-261,000","-9,986,000","38,291,000",-,-,"-479,000","171,000","2,438,000","10,926,000",0,"25,044,000",,
GS,54,GS,9/30/2009,"7,332,000","-528,000","-5,966,000","23,015,000",-,-,"-424,000","196,000","3,417,000","-9,460,000",0,"6,908,000",,
GS,55,GS,6/30/2009,"12,823,000","141,000","-26,204,000","22,177,000",-,-,"-375,000","5,866,000","2,042,000","-21,711,000","-9,574,000","12,448,000",,
GS,56,GS,3/31/2009,"3,197,000","-913,000","19,328,000","35,417,000",-,-,"-278,000","27,000","22,233,000","-15,440,000","-2,000","2,919,000",,
GS,57,GS,11/30/2008,"12,498,000","-330,000","-6,988,000","15,740,000",-,-,"-568,000",-,"3,254,000","-17,699,000",-,"11,930,000",,
GS,58,GS,8/31/2008,"2,613,000","-444,000","-3,790,000","12,160,000",-,-,"-481,000",-,"10,209,000","-13,134,000",-,"2,132,000",,
GS,59,GS,5/31/2008,"9,432,000","-610,000","-7,756,000","13,781,000",-,-,"-617,000",-,"12,823,000","-4,565,000",-,"8,815,000",,
GS,60,GS,2/29/2008,"-22,649,000","-2,953,000","26,435,000","12,715,000",-,-,"-361,000",-,"23,981,000","-10,834,000",-,"-23,010,000",,
GS,61,GS,11/30/2007,"-3,968,000","473,000","2,722,000","11,882,000",-,-,"-702,000",-,"13,883,000","-4,021,000",-,"-4,670,000",,
GS,62,GS,8/31/2007,"-18,996,000","1,247,000","22,395,000","12,655,000",-,-,"-414,000",-,"29,457,000","-7,860,000",-,"-19,410,000",,
GS,63,GS,5/31/2007,"-31,211,000","-900,000","33,233,000","8,009,000",-,-,"-446,000",-,"17,738,000","-5,838,000",-,"-31,657,000",,
GS,64,GS,2/28/2007,"-14,022,000","-424,000","15,040,000","6,887,000",-,-,"-568,000",-,"18,141,000","-4,459,000",-,"-14,590,000",,
GS,65,GS,11/30/2006,"-6,050,000","-6,385,000","8,665,000","6,293,000",-,-,"-134,000",-,"15,688,000","-5,198,000",-,"-6,184,000",,
GS,66,GS,8/31/2006,"-7,275,000","-2,957,000","12,573,000","10,063,000",-,-,"-576,000",-,"11,164,000","-4,783,000",-,"-7,851,000",,
GS,67,GS,5/31/2006,"-14,636,000","514,000","15,273,000","7,722,000",-,-,"-360,000",-,"18,199,000","-6,938,000",-,"-14,996,000",,
GS,68,GS,2/28/2006,"-19,656,000","-920,000","16,886,000","6,571,000",-,-,"-674,000",-,"18,239,000","-4,011,000",-,"-20,330,000",,
GS,69,GS,11/30/2005,"551,000","-137,000","2,952,000","10,261,000",-,-,"-396,000",-,"7,508,000","-5,534,000",-,"155,000",,
GS,70,GS,8/31/2005,"-5,501,000","122,000","4,232,000","6,895,000",-,-,"-386,000",-,"10,066,000","-5,612,000",-,"-5,887,000",,
GS,71,GS,5/31/2005,"-1,753,000","-25,000","4,289,000","8,042,000",-,-,"-132,000",-,"6,782,000","-4,941,000",-,"-1,885,000",,
GS,72,GS,2/28/2005,"-5,710,000","-1,024,000","7,900,000","5,531,000",-,-,"-507,000",-,"18,821,000","-6,253,000",-,"-6,217,000",,
GS,73,GS,11/30/2004,"-7,697,000","-631,000","4,943,000","4,365,000",-,-,"-470,000",-,"11,415,000","-2,377,000",-,"-8,167,000",,
GS,74,GS,8/31/2004,"-13,543,000","90,000","13,162,000","7,750,000",-,-,-,-,"5,855,000","-1,997,000",-,"-13,453,000",,
GS,75,GS,5/31/2004,"2,460,000","133,000","-1,502,000","8,041,000",-,-,"-71,000",-,"6,724,000","-3,095,000",-,"2,389,000",,
GS,76,GS,2/29/2004,"-14,832,000","-455,000","15,150,000","6,950,000",-,-,"-157,000",-,"15,289,000","-2,729,000",-,"-14,989,000",,
GS,77,GS,11/30/2003,"1,210,000","-308,000","-456,000","7,087,000",-,-,"-220,000",-,"5,605,000","-2,713,000",-,"990,000",,
GS,78,GS,8/31/2003,"-3,703,000","-786,000","3,922,000","6,641,000",-,-,"-116,000",-,"7,610,000","-772,000",-,"-3,819,000",,
GS,79,GS,5/31/2003,"-5,032,000","-52,000","7,704,000","7,208,000",-,-,"-143,000",-,"8,970,000","-1,636,000",-,"-5,175,000",,
GS,80,GS,2/28/2003,"-8,130,000","-1,515,000","9,411,000","4,588,000",-,-,"-113,000",-,"6,053,000","-2,350,000",-,"-8,243,000",,
GS,81,GS,11/30/2002,"9,047,000","-159,000","-7,755,000","4,822,000",-,-,"-178,000",-,"2,759,000","-7,219,000",-,"8,869,000",,
GS,82,GS,8/31/2002,"-16,237,000","-584,000","14,208,000","3,689,000",-,-,"-523,000",-,"2,915,000","-91,000",-,"-16,760,000",,
GS,83,GS,5/31/2002,"854,000","-177,000","-1,352,000","6,302,000",-,-,"-101,000",-,-,"-6,187,000",-,"753,000",,
GS,84,GS,2/28/2002,"-3,741,000","-183,000","3,992,000","6,977,000",-,-,"-206,000",-,-,"5,139,000",-,"-3,947,000",,
GS,85,GS,11/30/2001,"-10,113,000","-214,000","12,605,000","6,909,000",-,-,"-234,000",-,"1,800,000",0,-,"-10,347,000",,
GS,86,GS,8/31/2001,"10,039,000","-777,000","-8,237,000","4,631,000",-,-,"-291,000",-,"1,261,000",-,-,"9,748,000",,
GS,87,GS,5/31/2001,"-11,654,000","-390,000","10,866,000","3,606,000",-,-,"-347,000",-,"2,136,000",-,-,"-12,001,000",,
GS,88,GS,2/28/2001,"-3,448,000","-528,000","4,890,000","4,784,000",-,-,"-498,000",-,"1,497,000",-,-,"-3,946,000",,
