,,Unnamed: 0,Breakdown,Total Revenue,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Tax Rate for Calcs,Tax Effect of Unusual Items,Credit Losses Provision,Non Interest Expense,Special Income Charges,INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,Total Money Market Investments,Income from Associates & Other Participating Interests,Rent Expense Supplemental,Other Non Operating Income Expenses,Earnings from Equity Interest Net of Tax,Operating Income
MS,19,MS,9/30/2018,"9,313,000","2,851,000","696,000","2,019,000",,"2,019,000",1.19,1.17,"1,697,000","1,727,000","2,112,000","2,113,000",,,,"468,000","2,113,000",-,-,0,0,-,"6,462,000",-,"936,000","575,000",,,,,
MS,20,MS,6/30/2018,"10,001,000","3,109,000","640,000","2,267,000",,"2,267,000",1.32,1.30,"1,720,000","1,748,000","2,437,000","2,439,000",,,,"517,000","2,439,000",-,-,0,0,-,"6,892,000",-,"906,000","366,000",,,,,
MS,21,MS,3/31/2018,"10,450,000","3,420,000","714,000","2,575,000",,"2,575,000",1.48,1.45,"1,740,000","1,771,000","2,668,000","2,670,000",,,,"390,000","2,670,000",-,-,0,0,-,"7,030,000",-,"975,000","215,000",,,,,
MS,22,MS,12/31/2017,"8,963,000","2,471,000","1,767,000","516,000",,"516,000",0.29,0.29,"1,752,000","1,796,000","686,000","684,000",,,,"413,000","684,000",-,-,0,0,-,"6,492,000",-,"995,000","-123,000",,,,,
MS,23,MS,9/30/2017,"8,675,000","2,482,000","697,000","1,688,000",,"1,688,000",0.95,0.93,"1,776,000","1,818,000","1,781,000","1,775,000",,,,"451,000","1,775,000",-,-,0,0,-,"6,193,000",-,"783,000","160,000",,,,,
MS,24,MS,6/30/2017,"8,978,000","2,642,000","846,000","1,587,000",,"1,587,000",0.89,0.87,"1,791,000","1,830,000","1,757,000","1,762,000",,,,"455,000","1,762,000",-,-,0,0,-,"6,336,000",-,"751,000","96,000",,,,,
MS,25,MS,3/31/2017,"9,236,000","2,808,000","815,000","1,840,000",,"1,840,000",1.02,1.00,"1,801,000","1,842,000","1,930,000","1,952,000",,,,"434,000","1,952,000",-,-,0,0,-,"6,428,000",-,"771,000","37,000",,,,,
MS,26,MS,12/31/2016,"8,541,000","2,246,000","566,000","1,509,000",,"1,509,000",0.84,0.81,"1,806,000","1,853,000","1,666,000","1,666,000",,,,"379,000","1,666,000",-,-,0,0,-,"6,295,000",-,"883,000","-23,000",,,,,
MS,27,MS,9/30/2016,"8,418,000","2,381,000","749,000","1,518,000",,"1,518,000",0.83,0.81,"1,838,000","1,879,000","1,597,000","1,589,000",,,,"478,000","1,589,000",-,-,0,0,-,"6,037,000",-,"1,003,000","-88,000",,,,,
MS,28,MS,6/30/2016,"8,425,000","2,483,000","833,000","1,425,000",,"1,425,000",0.76,0.75,"1,866,000","1,899,000","1,582,000","1,586,000",,,,"464,000","1,586,000",-,-,0,0,-,"5,942,000",-,"913,000","-68,000",,,,,
MS,29,MS,3/31/2016,"7,327,000","1,738,000","578,000","1,055,000",,"1,055,000",0.56,0.55,"1,883,000","1,915,000","1,134,000","1,137,000",,,,"415,000","1,137,000",-,-,0,0,-,"5,589,000",-,"899,000","-28,000",,,,,
MS,30,MS,12/31/2015,"7,281,000","1,439,000","496,000","753,000",,"753,000",0.40,0.39,"1,889,000","1,939,000","908,000","915,000",,,,"410,000","915,000",-,-,0,0,-,"5,842,000",-,"1,037,000","-122,000",,,,,
MS,31,MS,9/30/2015,"7,282,000","1,474,000","423,000","939,000",,"939,000",0.49,0.48,"1,904,000","1,949,000","1,018,000","1,020,000",,,,"369,000","1,020,000",-,-,0,0,-,"5,808,000",-,"762,000","-70,000",,,,,
MS,32,MS,6/30/2015,"9,256,000","2,727,000","894,000","1,665,000",,"1,665,000",0.87,0.85,"1,919,000","1,960,000","1,807,000","1,809,000",,,,"333,000","1,809,000",-,-,0,0,-,"6,529,000",-,"698,000","-178,000",,,,,
MS,33,MS,3/31/2015,"9,444,000","2,855,000","387,000","2,314,000",,"2,314,000",1.20,1.18,"1,924,122","1,962,996","2,394,000","2,399,000",,,,"321,000","2,399,000",-,-,0,0,-,"6,589,000",-,"596,000","-82,000",,,,,
MS,34,MS,12/31/2014,"7,296,000","-133,000","-1,225,000","920,000",,"920,000",0.48,0.47,"1,920,000","1,972,000","1,040,000","1,048,000",,,,"413,000","1,048,000",-,-,0,0,-,"7,429,000",-,"603,000","-31,000",,,,,
MS,35,MS,9/30/2014,"8,470,000","2,249,000","472,000","1,649,000",,"1,649,000",0.85,0.83,"1,922,996","1,970,922","1,713,000","1,718,000",,,,"136,000","1,718,000",-,-,0,0,-,"6,221,000",-,"557,000","-81,000",,,,,
MS,36,MS,6/30/2014,"8,150,000","1,986,000","32,000","1,856,000",,"1,856,000",0.94,0.92,"1,928,250","1,969,698","1,935,000","1,936,000",,,,"286,000","1,936,000",-,-,0,0,-,"6,164,000",-,"267,000","-103,000",,,,,
MS,37,MS,3/31/2014,"8,486,000","2,307,000","762,000","1,449,000",,"1,449,000",0.75,0.74,"1,924,270","1,969,653","1,505,000","1,466,000",,,,"326,000","1,466,000",-,-,0,0,-,"6,179,000",-,"308,000","29,000",,,,,
MS,38,MS,12/31/2013,"7,419,000","-67,000","-348,000","133,000",,"133,000",0.07,0.07,"1,905,000","1,970,000","181,000","192,000",,,,"427,000","192,000",-,-,0,0,-,"7,486,000",-,"282,000","-193,000",,,,,
MS,39,MS,9/30/2013,"7,516,000","1,339,000","339,000","880,000",,"880,000",0.46,0.45,"1,909,351","1,964,813","906,000","888,000",,,,"368,000","888,000",-,-,0,0,-,"6,177,000",-,"111,000","88,000",,,,,
MS,40,MS,6/30/2013,"8,047,000","1,775,000","555,000","802,000",,"802,000",0.42,0.41,"1,907,737","1,951,363","980,000","1,009,000",,,,"356,000","1,009,000","-9,000","-9,000",0,0,-,"6,272,000","-9,000","204,000","91,000",,,,,
MS,41,MS,3/31/2013,"7,730,000","1,614,000","342,000","958,000",,"958,000",0.49,0.48,"1,901,205","1,940,264","984,000","1,003,000",,,,"360,000","1,003,000",-,-,0,0,-,"6,116,000",-,"185,000","118,000",,,,,
MS,42,MS,12/31/2012,"6,597,000","859,000","95,000","481,000",,"481,000",0.25,0.25,"1,892,000","1,937,000","507,000","570,000",,,,"363,000","570,000",-,-,0,0,-,"5,738,000",-,"175,000","170,000",,,,,
MS,43,MS,9/30/2012,"5,289,000","-1,480,000","-524,000","-1,047,000",,"-1,047,000",-0.55,-0.55,"1,889,301","1,889,301","-1,023,000","-1,023,000",,,,"425,000","-1,023,000",-,-,0,0,0,"6,769,000",-,"-157,000","108,000",,,,,
MS,44,MS,6/30/2012,"6,953,000","940,000","226,000","564,000",,"564,000",0.30,0.29,"1,885,179","1,911,709","591,000","555,000",,,,"418,000","555,000",-,-,0,0,0,"6,013,000",-,"-161,000","70,000",,,,,
MS,45,MS,3/31/2012,"6,935,000","203,000","54,000","-119,000",,"-119,000",-0.06,-0.06,"1,876,962","1,876,962","-94,000","-79,000",,,,"375,000","-79,000",-,-,0,0,0,"6,732,000",-,"-59,000","140,000",,,,,
MS,46,MS,12/31/2011,"3,817,000","-380,000","-278,000","-268,000",,"-268,000",-,-,-,-,"-250,000","-168,000",,,,"217,000","-168,000",-,-,0,0,-,"4,315,000",-,"288,000","228,000",,,,,
MS,47,MS,9/30/2011,"9,892,000","3,678,000","1,410,000","2,153,000",,"2,153,000",1.16,1.15,"1,848,246","1,868,744","2,199,000","2,174,000",,,,"428,000","2,174,000",-,-,0,0,0,"6,214,000",-,"140,000","159,000",,,,,
MS,48,MS,6/30/2011,"9,282,000","1,944,000","542,000","-558,000",,"-558,000",-0.38,-0.38,"1,464,296","1,464,296","1,193,000","1,189,000",,,,"380,000","1,189,000",-,-,0,0,0,"7,338,000",-,"-72,000","373,000",,,,,
MS,49,MS,3/31/2011,"8,238,000","872,000","-256,000","736,000",,"736,000",0.51,0.50,"1,456,016","1,472,308","968,000","966,000",,,,"379,000","966,000",-,-,0,0,-,"12,923,000",-,"1,000","312,000",,,,,
MS,50,MS,12/31/2010,"5,844,000","1,190,000","89,000","623,000",,"623,000",-,-,-,-,"836,000","871,000",,,,"-418,000","871,000",-,-,0,0,-,"4,995,000",-,"252,000","290,000",,,,,
MS,51,MS,9/30/2010,"6,779,000","800,000","-23,000","-91,000",,"-91,000",-0.07,-0.07,"1,377,230","1,443,101","131,000","313,000",,,,"646,000","313,000",-,-,0,0,0,"5,979,000",-,"105,000","228,000",,,,,
MS,52,MS,6/30/2010,"7,950,000","1,678,000","217,000","1,578,000",,"1,578,000",1.20,1.09,"1,317,686","1,748,209","1,960,000","1,437,000",,,,"1,037,000","1,437,000",-,-,0,0,0,"6,272,000",-,"152,000","217,000",,,,,
MS,53,MS,3/31/2010,"9,078,000","2,516,000","436,000","1,411,000",,"1,411,000",1.07,0.99,"1,314,608","1,626,207","1,776,000","-1,561,041",,,,"154,000","1,845,000","4,120,000","4,120,000",0,"713,959",0,"6,562,000",-,"381,000","191,000",,,,,
MS,54,MS,12/31/2009,"4,645,000","1,169,000","279,000","394,000",,"394,000",-,-,-,-,"617,000","-1,161,007",,,,"395,000","737,000","2,493,000","2,493,000",0,"594,993",-,"5,969,000","2,493,000","743,000","140,000",,,,,
MS,55,MS,9/30/2009,"8,675,000","1,215,000","422,000","498,000",,"498,000",0.39,0.38,"1,294,298","1,300,070","239,000","239,000",,,,"466,000","239,000","-877,000","-877,000",0,0,-,"7,460,000","-877,000","581,000","207,000",,,,,
MS,56,MS,6/30/2009,"5,411,000","-619,000","-333,000","149,000",,"149,000",-1.10,-1.10,"1,138,444","1,138,444","33,000","-286,000",,,,"208,000","-286,000",-,-,0,0,-,"6,030,000",-,"-488,000","196,000",,,,,
MS,57,MS,3/31/2009,"3,042,000","-885,000","-695,000","-578,000",,"-578,000",-0.57,-0.57,"1,011,741","1,011,741","-578,000","-578,000",,,,"155,000","-578,000",-,-,0,0,-,"3,927,000",-,"149,000","557,000",,,,,
MS,58,MS,11/30/2008,"-2,825,000","-3,350,000","-1,155,000","-2,372,000",,"-2,372,000",-,-,-,-,"-2,295,000","-2,195,000",,,,"485,000","-2,195,000",-,-,0,0,-,"2,795,000",-,"853,000",-,,,,,
MS,59,MS,8/31/2008,"8,057,000","1,956,000","531,000","1,414,000",,"1,414,000",1.36,1.32,"1,042,542","1,072,016","1,425,000","1,425,000",,,,"100,000","1,425,000",-,-,0,0,-,"6,101,000",-,"1,142,000",-,,,,,
MS,60,MS,5/31/2008,"6,529,000","1,465,000","439,000","1,012,000",,"1,012,000",0.97,0.95,"1,038,145","1,067,184","1,026,000","1,026,000",,,,"83,000","1,026,000",-,-,0,0,-,"5,064,000",-,"104,000",-,,,,,
MS,61,MS,2/29/2008,"8,322,000","2,216,000","665,000","1,534,000",,"1,534,000",1.50,1.45,"1,020,802","1,057,867","1,551,000","1,551,000",,,,"126,000","1,551,000",-,-,0,0,-,"6,106,000",-,"1,103,000",-,,,,,
MS,62,MS,11/30/2007,"-2,106,000","-5,739,000","-2,198,000","-3,606,000",,"-3,606,000",-,-,-,-,"-3,588,000","-3,588,000",,,,"-3,000","-3,588,000",-,-,0,0,-,"3,633,000",-,"946,000",-,,,,,
MS,63,MS,8/31/2007,"7,958,000","2,246,000","772,000","1,526,000",,"1,526,000",1.52,1.44,"1,002,330","1,057,496","1,543,000","1,474,000",,,,"224,000","1,474,000",-,-,0,0,-,"5,712,000",-,"1,133,000",-,,,,,
MS,64,MS,5/31/2007,"11,706,000","3,853,000","1,271,000","2,565,000",,"2,565,000",2.57,2.45,"996,545","1,045,643","2,582,000","2,582,000",,,,"50,000","2,582,000",-,-,0,0,"-204,000","7,649,000",-,"-145,000",-,,,,,
MS,65,MS,2/28/2007,"11,193,000","3,820,000","1,261,000","2,672,000",,"2,672,000",2.63,2.51,"1,009,187","1,057,913","2,672,000","2,559,000",,,,"204,000","2,559,000",-,-,0,0,"-195,000","7,178,000",-,"1,134,000",-,,,,,
MS,66,MS,11/30/2006,"7,558,000","3,043,000","609,000","2,187,000",,"2,187,000",-,-,-,-,"2,206,000","2,206,000",,,,"338,000","2,206,000",-,-,0,0,"-239,000","4,276,000",-,"1,035,000",-,,,,,
MS,67,MS,8/31/2006,"8,220,000","2,665,000","814,000","1,851,000",,"1,851,000",1.83,1.75,"1,010,468","1,055,664","1,851,000","1,851,000",,,,"173,000","1,851,000",-,-,0,0,"-232,000","5,323,000",-,"603,000",-,,,,,
MS,68,MS,5/31/2006,"9,074,000","3,073,000","1,124,000","1,957,000",,"1,957,000",1.82,1.75,"1,013,242","1,054,734","1,957,000","1,949,000",,,,"186,000","1,949,000",-,-,0,0,"-130,000","5,871,000",-,"-4,000",-,,,,,
MS,69,MS,2/28/2006,"8,569,000","2,378,000","784,000","1,561,000",,"1,561,000",1.54,1.48,"1,020,041","1,061,765","1,561,000","1,640,251",,,,"179,000","1,594,000","-69,000","-69,000",0,"-22,749","-155,000","6,036,000",-,"913,000",-,,,,,
MS,70,MS,11/30/2005,"6,961,000","2,064,000","318,000","2,465,000",,"2,465,000",-,-,-,-,"2,465,000","2,079,297",,,,"151,000","1,746,000","-394,000","-394,000",0,"-60,703","-310,000","4,838,000",-,"736,000",-,,,,,
MS,71,MS,8/31/2005,"7,171,000","1,637,000","471,000","144,000",,"144,000",0.14,0.13,"1,045,874","1,072,033","144,000","1,099,046",,,,"186,000","1,166,000","94,000","94,000",0,"27,046","-224,000","5,310,000",-,"788,000",-,,,,,
MS,72,MS,5/31/2005,"6,248,000","1,323,000","395,000","928,000",,"928,000",0.88,0.86,"1,053,812","1,079,811","928,000","841,723",,,,"247,000","928,000","123,000","123,000",0,"36,723","-209,000","4,716,000",-,"229,000",-,,,,,
MS,73,MS,2/28/2005,"6,908,000","2,016,000","671,000","1,402,000",,"1,402,000",1.31,1.29,"1,069,097","1,090,166","1,353,000","1,393,703",,,,"231,000","1,345,000","-73,000","-73,000",0,"-24,297","-135,000","4,757,000",-,"1,048,000",-,,,,,
MS,74,MS,11/30/2004,"5,923,000","1,610,000","411,000","1,200,000",,"1,200,000",-,-,-,-,"1,200,000","1,199,000",,,,"342,000","1,199,000",-,-,0,0,"-223,000","4,090,000",-,"764,000",-,,,,,
MS,75,MS,8/31/2004,"5,588,000","1,205,000","343,000","837,000",,"837,000",0.78,0.76,"1,081,449","1,105,546","837,000","917,082",,,,"161,000","862,000","-77,000","-77,000",0,"-21,918","-240,000","4,143,000",-,"981,000",-,,,,,
MS,76,MS,5/31/2004,"6,770,000","1,721,000","498,000","1,223,000",,"1,223,000",1.13,1.10,"1,082,212","1,110,357","1,223,000","1,280,561",,,,"131,000","1,223,000","-81,000","-81,000",0,"-23,439","-200,000","4,849,000",-,"512,000",-,,,,,
MS,77,MS,2/29/2004,"6,410,000","1,778,000","552,000","1,226,000",,"1,226,000",1.14,1.11,"1,078,718","1,106,001","1,226,000","1,290,127",,,,"171,000","1,226,000","-93,000","-93,000",0,"-28,873","-262,000","4,325,000",-,"31,000",-,,,,,
MS,78,MS,11/30/2003,"5,399,000","1,225,000","211,000","1,014,000",,"1,014,000",-,-,-,-,"1,014,000","1,014,000",,,,-,"1,014,000",-,-,0,0,"-312,000","3,817,000",-,"724,000",-,,,,,
MS,79,MS,8/31/2003,"5,561,000","1,830,000","561,000","1,269,000",,"1,269,000",0.96,0.94,"1,077,681","1,100,593","1,269,000","1,269,000",,,,-,"1,269,000",-,-,0,0,"-310,000","3,374,000",-,"-144,000",-,,,,,
MS,80,MS,5/31/2003,"5,358,000","875,000","276,000","599,000",,"599,000",0.56,0.55,"1,077,386","1,097,478","599,000","599,000",,,,-,"599,000",-,-,0,0,"-309,000","4,134,000",-,"323,000",-,,,,,
MS,81,MS,2/28/2003,"5,814,000","1,404,000","499,000","905,000",,"905,000",0.84,0.82,"1,079,052","1,099,724","905,000","905,000",,,,-,"905,000",-,-,0,0,"-336,000","4,052,000",-,"765,000",-,,,,,
MS,82,MS,11/30/2002,"4,568,000","1,135,000","403,000","732,000",,"732,000",-,-,-,-,"732,000","732,000",,,,-,"732,000",-,-,0,0,"-319,000","2,857,000",-,"466,000",-,,,,,
MS,83,MS,8/31/2002,"4,968,000","948,000","337,000","611,000",,"611,000",0.57,0.55,"1,081,709","1,105,495","611,000","611,000",,,,-,"611,000",-,-,0,0,"-332,000","3,667,000",-,"853,000",-,,,,,
MS,84,MS,5/31/2002,"5,305,000","1,225,000","428,000","797,000",,"797,000",0.73,0.72,"1,084,993","1,113,949","797,000","797,000",,,,-,"797,000",-,-,0,0,"-340,000","3,718,000",-,"690,000",-,,,,,
MS,85,MS,2/28/2002,"5,604,000","1,325,000","477,000","848,000",,"848,000",0.78,0.76,"1,082,380","1,112,959","848,000","848,000",,,,-,"848,000",-,-,0,0,"-345,000","3,912,000",-,"551,000",-,,,,,
MS,86,MS,11/30/2001,"4,523,000","1,368,000","498,000","865,000",,"865,000",-,-,-,-,"870,000","870,000",,,,-,"870,000",-,-,0,0,"-331,000","2,824,000",-,"481,000",-,,,,,
MS,87,MS,8/31/2001,"5,548,000","1,158,000","423,000","696,000",,"696,000",0.64,0.62,"1,085,447","1,119,301","735,000","735,000",,,,-,"735,000",-,-,0,0,"-277,000","4,113,000",-,"665,000",-,,,,,
MS,88,MS,5/31/2001,"6,279,000","1,465,000","535,000","921,000",,"921,000",0.85,0.82,"1,085,306","1,120,687","930,000","930,000",,,,-,"930,000",-,-,0,0,"-231,000","4,583,000",-,"306,000",-,,,,,
MS,89,MS,2/28/2001,"6,598,000","1,693,000","618,000","1,007,000",,"1,007,000",0.93,0.89,"1,089,270","1,134,150","1,075,000","1,075,000",,,,-,"1,075,000",-,-,0,0,"-213,000","4,692,000",-,"844,000",-,,,,,
MS,90,MS,11/30/2000,"5,862,000","1,889,000","681,000","1,199,000",,"1,199,000",-,-,-,-,"1,208,000","1,208,000",,,,-,"1,208,000",-,-,0,0,"-208,000","3,765,000",-,"675,000",-,,,,,
MS,91,MS,8/31/2000,"6,504,000","1,910,000","664,000","1,237,000",,"1,237,000",1.14,1.09,"1,098,245","1,145,401","1,246,000","1,223,168",,,,-,"1,246,000","35,000","35,000",0,"12,168","-175,000","4,419,000",-,"480,000",-,,,,,
MS,92,MS,5/31/2000,"7,272,000","2,295,000","837,000","1,449,000",,"1,449,000",1.32,1.26,"1,098,245","1,145,401","1,458,000","1,458,000",,,,-,"1,458,000",-,-,0,0,"-204,000","4,773,000",-,"499,000",-,,,,,
MS,93,MS,2/29/2000,"7,634,000","2,432,000","888,000","1,535,000",,"1,535,000",1.40,1.34,"1,096,429","1,145,522","1,544,000","1,544,000",,,,-,"1,544,000",-,-,0,0,"-223,000","4,979,000",-,"594,000",-,,,,,
MS,94,MS,11/30/1999,"5,778,000","2,635,000","1,002,000","1,622,000",,"1,622,000",-,-,-,-,"1,633,000","1,633,000",,,,-,"1,633,000",-,-,0,0,"-120,000","3,023,000",-,"516,000",-,,,,,
MS,95,MS,8/31/1999,"5,456,000","1,563,000","593,000","959,000",,"959,000",0.87,0.83,"1,100,113","1,161,402","970,000","970,000",,,,-,"970,000",-,-,0,0,"-113,000","3,780,000",-,"602,000",-,,,,,
MS,96,MS,5/31/1999,"5,776,000","1,858,000","707,000","1,141,000",,"1,141,000",1.03,0.98,"1,107,767","1,164,286","1,151,000","1,151,000",,,,-,"1,151,000",-,-,0,0,"-119,000","3,799,000",-,"292,000",-,,,,,
MS,97,MS,2/28/1999,"5,528,000","1,672,000","635,000","1,026,000",,"1,026,000",0.93,0.88,"1,103,226","1,165,909","1,037,000","1,037,000",,,,-,"1,037,000",-,-,0,0,"-177,000","3,679,000",-,"426,000",-,,,,,
MS,98,MS,11/30/1998,"4,182,000","1,908,000","705,000","1,074,000",,"1,074,000",-,-,-,-,"1,203,000","1,203,000",,,,-,"1,203,000",-,-,0,0,"-213,000","2,746,000",-,"356,000",-,,,,,
MS,99,MS,8/31/1998,"4,121,000","944,000","299,000","631,000",,"631,000",0.54,0.51,"1,133,333","1,200,000","645,000","645,000",,,,-,"645,000",-,-,0,0,"-280,000","2,897,000",-,"626,000",-,,,,,
MS,100,MS,5/31/1998,"4,874,000","1,400,000","546,000","840,000",,"840,000",0.72,0.69,"1,163,889","1,214,493","854,000","854,000",,,,-,"854,000",-,-,0,0,"-275,000","3,199,000",-,"384,000",-,,,,,
MS,101,MS,2/28/1998,"4,440,000","1,133,000","442,000","691,000",,"691,000",0.48,0.45,"1,195,833","1,275,556","691,000","691,000",,,,-,"691,000",-,-,0,0,"-405,000","2,902,000",-,"383,000",-,,,,,
MS,102,MS,11/30/1997,"4,085,000","1,357,000","547,000","796,000",,"796,000",-,-,-,-,"810,000","810,000",,,,-,"810,000",-,-,0,0,"-353,000","2,375,000",-,"240,000",-,,,,,
MS,103,MS,8/31/1997,"4,492,000","1,106,000","428,000","663,000",,"663,000",0.58,0.55,"1,143,103","1,205,455","678,000","678,000",,,,-,"678,000",-,-,0,0,"-385,000","3,001,000",-,"420,000",-,,,,,
MS,104,MS,5/31/1997,"3,898,000","883,000","356,000","509,000",,"509,000",0.43,0.42,"1,183,721","1,211,905","527,000","527,000",,,,-,"527,000",-,-,0,0,"-378,000","2,637,000",-,"341,000",-,,,,,
MS,105,MS,3/31/1997,"2,028,800","454,500","178,200","276,300",,"276,300",0.47,0.46,"587,872","600,652","276,300","276,300",,,,"22,600","276,300",-,-,0,0,"-378,400","1,195,900",-,"193,200",-,,,,,
MS,106,MS,12/31/1996,"2,038,000","363,600","135,800","227,800",,"227,800",-,-,-,-,"227,800","227,800",,,,"24,500","227,800",-,-,0,0,"-423,100","1,251,300",-,"140,400",-,,,,,
MS,107,MS,9/30/1996,"1,833,000","393,000","154,000","239,000",,"239,000",0.37,0.36,"570,118","576,905","239,000","239,000",,,,"18,900","239,000",-,-,0,0,"-307,000","1,133,000",-,"196,300",-,,,,,
MS,108,MS,6/30/1996,"1,815,900","388,100","149,300","238,800",,"238,800",0.44,0.43,"542,727","555,349","238,800","238,800",,,,"20,300","238,800",-,-,0,0,"-274,200","1,153,600",-,"209,400",-,,,,,
MS,109,MS,3/31/1996,"1,775,500","400,400","154,600","245,800",,"245,800",0.42,0.41,"585,238","599,512","245,800","245,800",,,,"19,600","245,800",-,-,0,0,"-228,000","1,147,100",-,"242,700",-,,,,,
MS,110,MS,12/31/1995,"1,724,900","292,600","114,500","178,100",,"178,100",-,-,-,-,"178,100","178,100",,,,"19,200","178,100",-,-,0,0,"-292,700","1,139,600",-,"209,500",-,,,,,
MS,111,MS,9/30/1995,"1,643,900","355,700","137,000","218,700",,"218,700",0.31,0.31,"705,484","705,484","218,700","218,700",,,,"19,200","218,700",-,-,0,0,"-192,700","1,095,500",-,"276,800",-,,,,,
MS,112,MS,6/30/1995,"1,562,500","385,300","147,800","237,500",,"237,500",0.35,0.34,"678,571","698,529","237,500","237,500",,,,"16,300","237,500",-,-,0,0,"-137,600","1,039,600",-,"290,600",-,,,,,
MS,113,MS,3/31/1995,"1,488,300","362,300","140,200","222,100",,"222,100",0.33,0.33,"673,030","673,030","222,100","222,100",,,,"15,300","222,100",-,-,0,0,"-120,700","1,005,300",-,"283,600",-,,,,,
MS,114,MS,12/31/1994,"1,468,700","232,500","92,500","140,000",,"140,000",-,-,-,-,"140,000","140,000",,,,"22,900","140,000",-,-,0,0,"-209,800","1,026,400",-,"176,600",-,,,,,
MS,115,MS,9/30/1994,"1,377,300","300,200","115,700","184,500",,"184,500",0.27,0.27,"683,333","683,333","184,500","184,500",,,,"10,000","184,500",-,-,0,0,"-137,100","940,000",-,"253,200",-,,,,,
MS,116,MS,6/30/1994,"1,334,600","338,100","131,200","206,900",,"206,900",0.31,0.31,"667,419","667,419","206,900","206,900",,,,"13,400","206,900",-,-,0,0,"-98,100","898,400",-,"259,800",-,,,,,
MS,117,MS,3/31/1994,"1,373,500","343,800","134,300","209,500",,"209,500",0.31,0.31,"675,806","675,806","209,500","209,500",,,,"12,500","209,500",-,-,0,0,"-103,400","926,300",-,"220,700",-,,,,,
MS,118,MS,12/31/1993,"1,302,200","223,800","85,300","138,500",,"138,500",-,-,-,-,"138,500","138,500",,,,"14,200","138,500",-,-,0,0,"-154,300","924,100",-,"145,500",-,,,,,
MS,119,MS,9/30/1993,"1,291,200","277,900","106,300","171,600",,"171,600",0.26,0.26,"660,000","660,000","171,600","171,600",,,,"16,500","171,600",-,-,0,0,"-114,900","898,400",-,"198,100",-,,,,,
MS,120,MS,6/30/1993,"1,241,300","263,900","106,800","157,100",,"157,100",0.23,0.23,"683,043","683,043","157,100","157,100",,,,"8,400","157,100",-,-,0,0,"-98,400","879,000",-,"168,200",-,,,,,
MS,121,MS,3/31/1993,"1,171,600","230,600","94,200","136,400",,"136,400",0.20,0.20,"682,000","682,000","136,400","136,400",,,,"12,200","136,400",-,-,0,0,"-90,000","851,000",-,"124,500",-,,,,,
